leverantör,year,belopp
TICNET AB,2019,1350.0
TICTAC INTERACTIVE AB (FB),2019,25000.0
TID & RUM AB,2016,2050.0
TIDAHOLMS KOMMUN,2016,1365630.0
TIDAHOLMS KOMMUN,2017,1516900.0
TIDAHOLMS KOMMUN,2018,2341602.0
TIDAHOLMS KOMMUN,2019,1735301.0
TIDE CAR BILVÅRD,2016,5382.0
TIDE CAR BILVÅRD AB (FB),2018,1700.0
TIDHOLMS KULTUR AB,2018,6172.0
TIDNINGEN BYGGINDUSTRI AB,2016,24283.02
TIDNINGEN BYGGINDUSTRI AB,2017,5283.02
TIDNINGEN BYGGINDUSTRIN,2016,38901.0
TIDNINGEN BYGGINDUSTRIN AB,2019,6000.0
TIDNINGEN SVENSK BOKHANDEL,2016,4291.120000000001
TIDNINGEN SVENSK BOKHANDEL,2017,2624.91
TIDNINGEN SVENSK BOKHANDEL,2018,3163.57
TIDNINGEN SVENSK BOKHANDEL,2019,2245.67
TIDNINGEN TRÄDGÅRDSLIV I SVERIGE (FB),2016,5900.0
TIDNINGEN TRÄDGÅRDSLIV I SVERIGE (FB),2017,5900.0
TIDNINGEN TRÄDGÅRDSLIV I SVERIGE (FB),2019,9800.0
TIDNINGEN UTEMILJÖ,2016,6084.959999999999
TIDNINGEN UTEMILJÖ,2017,2971.71
TIDNINGEN UTEMILJÖ,2018,3396.24
TIDNINGEN UTEMILJÖ,2019,1386.81
TIDNINGEN VI,2016,966.04
TIDNINGEN VI,2017,658.49
TIDNINGEN VI,2018,1346.23
TIDNINGEN VI,2019,706.6
TIDNINGS AB FASTIGHETSVÄRLDEN,2016,7050.0
TIDNINGS AB FASTIGHETSVÄRLDEN,2017,4800.0
TIDNINGS AB FASTIGHETSVÄRLDEN,2018,7200.0
TIDNINGS AB FASTIGHETSVÄRLDEN,2019,7200.0
TIDSKRIFTEN 10TAL (FB),2016,6000.0
TIDSKRIFTEN KÖTT OCH CHARK AB,2016,1132.08
TIDSKRIFTEN KÖTT OCH CHARK AB,2017,1132.08
TIDSKRIFTEN KÖTT OCH CHARK AB,2018,566.04
TIDSKRIFTEN OPERA,2016,18940.0
TIDSKRIFTEN OPERA,2017,5220.0
TIDSKRIFTEN RESPONS AB,2017,422.64
TIDSKRIFTEN RESPONS AB,2018,422.64
TIDSKRIFTEN STADEN,2017,250.0
TIDSKRIFTEN STADEN,2018,250.0
TIDSKRIFTVERKSTADEN I VÄST,2018,250.0
TIDSNÄTVERKET C/O FAMILJEBOSTÄDER,2018,6000.0
TIDSNÄTVERKET C/O FAMILJEBOSTÄDER,2019,29950.0
TIDSTRAND SPORT AB,2016,8180.0
TIDSTRAND SPORT AB,2017,10076.800000000001
TIDSTRAND SPORT AB,2018,8196.8
TIDSVERKSTADEN EK FÖR,2017,5000.0
TIDSVERKSTADEN EK. FÖR.,2019,30000.0
TIDX FÖRVALTNING AB,2018,17950.5
TIEDEKIRJA - BOOKSTORE,2019,1135.74
TIEN TSIN AB,2016,2733.9399999999996
TIEN TSIN AB,2017,185.71
TIEN TSIN AB,2018,1590.1599999999999
TIERPS KOMMUN,2018,47580.0
TIERPS KOMMUN,2019,7930.0
TIETO SWEDEN AB,2016,26000.0
TIETO SWEDEN AB,2017,96850.0
TIETO SWEDEN AB,2018,5761904.99
TIETO SWEDEN AB,2019,5795446.92
TIETO SWEDEN HEALTHCARE & WELFARE AB,2016,5524625.25
TIETO SWEDEN HEALTHCARE & WELFARE AB,2017,4699640.94
TIETO SWEDEN HEALTHCARE & WELFARE AB,2018,56768.1
TIGER TV TREUTIGER PRODUKTION AB,2017,72000.0
TIGER TV TREUTIGER PRODUKTION AB,2018,40000.0
TIGER TV TREUTIGER PRODUKTION AB,2019,27360.0
TIGERTON AB,2016,155900.0
TIGERTON AB,2017,24400.0
TIGERTON AB,2018,15801.0
TIGERTON AB,2019,21951.5
TIGRINJATOLKEN,2016,12434.79
TIINA BENGTSSON,2017,6500.0
TIINA BENGTSSON,2018,6500.0
TIINA BENGTSSON,2019,49742.8
TIINA LAITILA KÄLVEMARK/MISKA DESIGN,2016,6000.0
TIINA LAITILA KÄLVEMARK/MISKA DESIGN,2019,3500.0
TIKKA ROTI/MUHAMMAD KASHIF,2019,28500.0
TILDA & JOSPER,2016,731.57
TILDA & JOSPER,2017,795.54
TILDA & JOSPER,2019,1271.43
TILDA LOVELL,2017,114000.0
TILDA LOVELL,2018,3285.0
TILDIS SALLADSBAR& CATERING,2018,16407.109999999997
TILDIS SALLADSBAR& CATERING,2019,13032.089999999997
TILIA CONSULT AB,2019,127000.0
TILLDITTHEM,2018,320.0
TILLGÄNGLIGHETSBYRÅN AB,2017,29846.44
TILLGÄNGLIGHETSBYRÅN AB,2018,15400.0
TILLSAMMANS FÖR BAGAREGÅRDEN,2017,15768.0
TILLSAMMANS FÖR BAGAREGÅRDEN,2018,30000.0
TILLSAMMANS FÖR BAGAREGÅRDEN,2019,5400.0
TILLSKÄRARAKEDEMIN I GÖTEBORG,2019,5767.5
TILLVÄXT & TILLSYN,2016,4000.0
TILLVÄXT-REFLEKTERA,2017,6000.0
TILLVÄXTHEMMEN AB,2017,582200.0
TILLVÄXTHEMMEN AB,2018,1746600.0
TILLVÄXTHEMMEN AB,2019,910200.0
TILNO AB,2019,6983.400000000001
TILNO LINES HUNDSKOLA,2016,1278.5
TILNO LINES HUNDSKOLA,2017,10920.0
TILNO LINES HUNDSKOLA,2018,29088.800000000003
TILNO LINES HUNDSKOLA,2019,1658.5
TIM WINTER,2017,5000.0
TIMBER SOUND STEVE ERIKSSON (FB),2016,2500.0
TIME CARE AB,2016,5438450.420000001
TIME CARE AB,2017,4073213.77
TIME CARE AB,2018,4251163.15
TIME CARE AB,2019,3700339.63
TIME HISINGEN,2016,6478.0
TIME IT AB,2016,162121.25
TIME IT AB,2017,173601.0
TIME IT AB,2018,115835.25
TIME IT AB,2019,161855.25
TIME STUDIO AB,2016,11230.75
TIME STUDIO AB,2017,4902.5
TIME WARNER PUBLISHING,2016,736.11
TIMEBEACH SPORT AB,2017,4291.2
TIMEBEACH SPORT AB,2018,12482.0
TIMECUT AB,2016,1552782.0700000012
TIMECUT AB,2017,3302461.710000003
TIMECUT AB,2018,1813427.7300000016
TIMECUT AB,2019,1216458.2900000014
TIMELN AB,2016,12243.87
TIMEWAY/CARGOBIKE AB,2017,21671.2
TIMJAN VISUALISERING,2017,28500.0
TIMJAN VISUALISERING,2018,28500.0
TIMJAN VISUALISERING,2019,28500.0
TIMO LYYRA,2016,746.4100000000001
TIMO OFFICE AKTIEBOLAG,2017,4924.75
TIMO OFFICE AKTIEBOLAG,2019,94634.75
TIMRÅ KOMMUN,2019,1209.58
TIMS OPTIK AB,2016,3126.0
TIMS OPTIK AB,2017,7366.5
TIMS OPTIK AB,2018,7912.0
TIMS OPTIK AB,2019,16080.0
TIMSIG,2019,5000.0
TINA DAMGAARD,2019,1260.0
TINA FRAUSIN KONSTNÄR,2017,4142.5
TINA GLENVIK KULTUR OCH KOMMUNIKATION,2019,10000.0
TINA SJÖGREN LEG. PSYKOLOG,2016,342400.0
TINA SJÖGREN LEG. PSYKOLOG AB,2016,39000.0
TINA SJÖGREN LEG. PSYKOLOG AB,2017,200416.75
TINA SJÖGREN LEG. PSYKOLOG AB,2018,29000.0
TINA SJÖGREN LEG. PSYKOLOG AB,2019,104939.38999999998
TINA-MOTTAGNINGEN AB,2016,49800.0
TINA-MOTTAGNINGEN AB,2019,523524.0
TINAW PRODUKTION AB,2016,7800.0
TINDRA LEK OCH LÄRANDE AB,2016,13237358.0
TINDRA LEK OCH LÄRANDE AB,2017,16561389.0
TINDRA LEK OCH LÄRANDE AB,2018,19791304.0
TINDRA LEK OCH LÄRANDE AB,2019,20545283.0
TINDRA LEK&LÄRANDE,2017,70283.0
TINDRA LEK&LÄRANDE,2018,392618.0
TINDRA LEK&LÄRANDE,2019,341516.0
TINGSBY KOMMUNIKATION AB,2018,4000.0
TINGSRYDS KOMMUN,2016,216756.0
TINGSRYDS KOMMUN,2017,158224.0
TINGSRYDS KOMMUN,2018,118100.0
TINGSRYDS KOMMUN,2019,120200.0
TINGSTAD MÅLERI AB,2016,73482.0
TINGSTAD MÅLERI AB,2017,23750.0
TINGSTAD MÅLERI AB,2018,82500.0
TINGSTAD MÅLERI AB,2019,90718.0
TINGSTADS TRAFIKSKOLA,2016,3840.0
TINGSTADS TRAFIKSKOLA,2017,2392.0
TINGSTADS TRAFIKSKOLA,2018,4704.0
TINKESOUND,2017,2000.0
TINKESOUND,2018,4000.0
TINNA AB,2016,1240.0
TINNA AB,2017,5836.0
TINNA AB,2018,2744.0
TINNA AB,2019,4064.0
TINNA PETURSDOTTIR,2019,4500.0
TINNI RICHTER AB,2016,6781.240000000001
TINNI RICHTER AB,2018,3481.25
TINSTAD RÖRINSTALLATIONER AB,2016,25942.350000000002
TINSTAD RÖRINSTALLATIONER AB,2018,14133.52
TINSTAD RÖRINSTALLATIONER AB,2019,29868.050000000003
TINTENFISCH,2016,6000.0
TINTER FÄRGBLANDARNA AB,2017,3400.09
TINTER FÄRGBLANDARNA AB,2018,4444.1
TINTER FÄRGBLANDARNA AB,2019,11481.6
TIPP FASTIGHETS AB,2016,1806523.95
TIPP FASTIGHETS AB,2017,1718659.0799999998
TIPP FASTIGHETS AB,2018,1714147.42
TIPP FASTIGHETS AB,2019,1729041.3199999998
TIS/THOREN INNOVATION SCHOOL,2017,0.0
TISTRON HB,2016,97250.0
TISTRON HB,2017,72300.5
TISTRON HB,2018,23200.0
TISTRON HB,2019,23750.5
TITANIA SINGERS EKONOMISKA FÖRENING,2019,5000.0
TITELDATA AB,2016,42638.55000000001
TITELDATA AB,2017,63780.47000000003
TITELDATA AB,2018,58860.55000000003
TITELDATA AB,2019,494.8
TIX TICKETING AB,2019,408288.75
TJ TRANSPORT,2017,916.0
TJ TRANSPORT,2018,468.0
TJALLES SPORTPRISER AB,2016,700.05
TJALLES SPORTPRISER AB,2017,704.0
TJEDERS INDUSTRI AB,2016,3567.95
TJEDERS INDUSTRI AB,2017,88220.0
TJEDERS INDUSTRI AB,2018,800155.5
TJEDERS INDUSTRI AB,2019,1163311.25
TJEJJOUREN VÄST,2016,500.0
TJG SERVICE,2018,12000.0
TJOLÖHOLMS SLOTT,2016,44868.79
TJOLÖHOLMS SLOTT,2017,714.29
TJOLÖHOLMS SLOTT,2018,3100.0
TJOLÖHOLMS SLOTT,2019,8350.0
TJUST BEHANDLINGSFAMILJER AB,2016,1989664.0
TJUST BEHANDLINGSFAMILJER AB,2017,2315560.0
TJUST BEHANDLINGSFAMILJER AB,2018,3849228.0
TJUST BEHANDLINGSFAMILJER AB,2019,2414784.0
TJÄNSTEMÄNNENS UTBILDNINGSHUS AB,2019,4472808.0
TJÄNSTMÄNNENS UTBILDNINGSHUS AB,2016,5123757.28
TJÄNSTMÄNNENS UTBILDNINGSHUS AB,2017,4091440.0
TJÄNSTMÄNNENS UTBILDNINGSHUS AB,2018,4145396.0
TJÄRDOFT OCH KÄRLEK,2016,1320.0
TJÄRDOFT OCH KÄRLEK,2017,3795.0
TJÄRDOFT OCH KÄRLEK,2018,3790.0
TJÖRNBAGARN AB,2016,10763387.08999998
TJÖRNBAGARN AB,2017,12349660.230000021
TJÖRNBAGARN AB,2018,12554519.529999979
TJÖRNBAGARN AB,2019,13213025.599999936
TJÖRNBRO PARK/KONSULTKEDJAN,2016,3597846.6000000015
TJÖRNBRO PARK/KONSULTKEDJAN,2017,9420588.999999994
TJÖRNBRO PARK/KONSULTKEDJAN,2018,5769459.2
TJÖRNBRO PARK/KONSULTKEDJAN,2019,994607.0
TJÖRNBRONS HANTVERK AB,2016,456.0
TJÖRNS KOMMUN,2016,1062210.37
TJÖRNS KOMMUN,2017,1249611.4300000002
TJÖRNS KOMMUN,2018,869260.5999999999
TJÖRNS KOMMUN,2019,351067.33999999997
TJÖRNS OMNIBUSTRAFIK AB,2016,1509.44
TJÖRNS OMNIBUSTRAFIK AB,2017,1037.72
TJÖRNS OPTIK AB,2017,2062.75
TJÖRNS OPTIK AB,2018,1300.4
TJÖRNS OPTIK AB,2019,3124.0
TK DESIGN,2017,12134.880000000001
TK MEKANISKA AB,2016,800.0
TK MEKANISKA AB,2018,7600.0
TK TENNISSKOLAN,2016,6100.0
TKMT,2019,44599.0
TL EVENT AB,2016,78390.0
TL EVENT AB,2017,93025.0
TL EVENT AB,2018,80350.0
TL EVENT AB,2019,34000.0
TL I MALMÖ AB,2019,630.5
TL PSYKOLOGKONSULT,2016,3500.0
TM UTBILDNING AB / MEDLIFE,2016,1938.5
TM UTBILDNING AB / MEDLIFE,2018,3205.75
TMA PRODUCTION AB,2016,25518.0
TMA PRODUCTION AB,2017,7200.0
TMA PRODUCTION AB,2018,7500.0
TMB FÖRSÄLJNING,2017,600.0
TMEC REKLAM,2018,421.6
TMEC REKLAM,2019,7058.4
TMJ BAGERI & KONDITORI AB,2019,21241.58
TMJ GOLFRESTAURANG AB,2016,42884.72999999999
TMJ GOLFRESTAURANG AB,2017,44326.0
TMJ GOLFRESTAURANG AB,2018,69720.61
TMJ GOLFRESTAURANG AB,2019,105182.29000000002
TMJ LORENSBERG AB,2016,10610.47
TMJ LORENSBERG AB,2017,14906.86
TMJ LORENSBERG AB,2018,2572.4300000000003
TMJ LORENSBERG AB,2019,6120.07
TMP MEDIA GROUP AB,2017,16300.0
TMP MEDIA GROUP AB,2018,54300.0
TMP MEDIA GROUP AB,2019,8700.0
TNG SER BORTOM DET UPPENBARA,2017,124088.72
TNL KONSULT AB,2019,26000.0
TNR CATERING UF,2016,5700.0
TNS SIFO AB,2016,10000.0
TNT OFFICIELL,2017,10000.0
TNT SVERIGE AB,2016,14612.800000000001
TNT SVERIGE AB,2017,15508.990000000002
TNT SVERIGE AB,2018,14927.34
TNT SVERIGE AB,2019,31324.39
TNTOFFICIELL,2016,21000.0
TO I SVERIGE AB,2016,30888.75
TO I SVERIGE AB,2017,16600.0
TO I SVERIGE AB,2018,18270.5
TOAB MILJÖ AB,2016,18100.0
TOAB MILJÖ AB,2017,33862.5
TOARP SÄTERI AB,2016,39380.0
TOARP SÄTERI AB,2017,24351.25
TOBBES ENTREPRENAD I FRILLESÅS AB,2016,31200.0
TOBBES ENTREPRENAD I FRILLESÅS AB,2017,88940.0
TOBBES ENTREPRENAD I FRILLESÅS AB,2018,13280.0
TOBEX AB,2016,4850.5
TOBEX AB,2017,2995.25
TOBEX AB,2019,9292.75
TOBI KONSULT AB,2018,41750.5
TOBIAS EREHED,2017,2500.0
TOBIAS GRIM,2017,54667.0
TOBIAS GRIM,2018,5000.0
TOBIAS GRIM,2019,42000.0
TOBIAS HERBERTZON - INSTRUKTÖR OCH UNDERHÅLLARE AB (FB),2017,9000.0
TOBIAS HERBERTZON - INSTRUKTÖR OCH UNDERHÅLLARE AB (FB),2019,7000.0
TOBIAS JANSSON / CIRCULARECONOMY (FB),2016,30000.0
TOBIAS JANSSON / CIRCULARECONOMY (FB),2017,23600.0
TOBIAS KARLEHAG,2018,1500.0
TOBIAS KARLSSON EVENT AB,2016,25000.0
TOBIAS MUSIK KONSULT AB,2017,439090.0
TOBIAS OLSSON,2016,14000.0
TOBIAS OLSSON,2017,3400.0
TOBIASSONS VVS SERVICE AB,2016,10309.75
TOBIASSONS VVS SERVICE AB,2017,25807.27
TOBIASSONS VVS SERVICE AB,2019,6310.43
TOBII DYNAVOX AB,2019,32875.25
TOCHTERFIRMA,2017,2500.0
TOCHTERFIRMA,2018,25000.0
TODAY SUSHI I GBG AB,2019,1713.0
TOFTA GÅRD ORUST AB,2016,16040.2
TOFTA GÅRD ORUST AB,2017,67913.18
TOFTA GÅRD ORUST AB,2018,69590.1
TOFTA HERRGÅRD KONFERENS AB,2016,299111.75
TOFTA HERRGÅRD KONFERENS AB,2017,141824.97
TOFTA HERRGÅRD KONFERENS AB,2018,171005.62
TOFTA HERRGÅRD KONFERENS AB,2019,61674.15
TOGEMO AB,2019,1996.0
TOGGES PRODUKTION,2016,8000.0
TOLEREDS AIK,2016,15518.0
TOLEREDS AIK,2017,20935.0
TOLEREDS AIK,2018,4110.0
TOLEREDS AIK,2019,1830.0
TOLK.NET I GÖTEBORG AB,2016,646828.98
TOLK.NET I GÖTEBORG AB,2017,594716.1399999999
TOLK.NET I GÖTEBORG AB,2018,672806.83
TOLK.NET I GÖTEBORG AB,2019,608047.3500000001
TOLKBYRÅN I UPPLAND AB,2016,13200.0
TOLKEXPRESSEN AB,2016,1516238.15
TOLKEXPRESSEN AB,2017,1434244.37
TOLKEXPRESSEN AB,2018,797506.12
TOLKEXPRESSEN AB,2019,517519.49
TOLKFÖRMEDLARE SVERIGE AB,2018,948.0
TOLKFÖRMEDLING VÄST,2016,35869275.41999998
TOLKFÖRMEDLING VÄST,2017,32164529.80000024
TOLKFÖRMEDLING VÄST,2018,31738381.560000014
TOLKFÖRMEDLING VÄST,2019,34273290.470000036
TOLKRESURS SVERIGE AB,2019,967.25
TOLKSPECIALISTEN VÄST AB,2016,237526.75
TOLKSPECIALISTEN VÄST AB,2017,7875.25
TOLKSPECIALISTEN VÄST AB,2019,10450.5
TOLLANS HÄST & FODER INGA-LILL ALLVIN,2019,5008.3
TOLLARE FOLKHÖGSKOLA,2017,10140.0
TOLLEREDS BIOGRAF-FOLKETS BIO,2016,1680.0
TOLLEREDS BIOGRAF-FOLKETS BIO,2017,1680.0
TOLSEREDS 4H,2016,20825.0
TOLSEREDS 4H,2017,975.0
TOLSEREDS 4H,2018,1200.0
TOLWERS ENTREPRENAD AB,2016,4743993.0
TOLWERS ENTREPRENAD AB,2017,4631526.0
TOLWERS ENTREPRENAD AB,2018,3997141.3000000003
TOM BOGAARD,2016,110000.0
TOM BOGAARD,2017,4000.0
TOM BOGAARD,2018,2000.0
TOM FRODE TVEITA,2017,2464.0
TOM HANSSON CONSULTING,2017,135555.25
TOM KRISTOFFERSON,2019,3500.0
TOM SVENSSON BEVARANDEFOTOGRAF,2017,3376.0
TOM TOM SWEDEN - CREATING BEAUTY,2016,1067.0
TOMAS ANDERSSON,2019,24000.0
TOMAS BRESKY,2016,900.0
TOMAS BRYTTING KONSULTATION AB,2019,13142.45
TOMAS HALLING,2018,1995.0
TOMAS K TEATER & PRODUKTION,2016,201110.0
TOMAS TENGBY PRODUKTION AKTIEBOLAG,2018,6000.0
TOMMY BRUHNER,2017,1699.25
TOMMY BYGGARE AB,2017,33272621.740000002
TOMMY BYGGARE AB,2018,49816725.66
TOMMY BYGGARE AB,2019,48378368.04999999
TOMMY ELF MUSIC/SERVICE,2016,6240.0
TOMMY ELF MUSIC/SERVICE,2017,12305.75
TOMMY ELF MUSIC/SERVICE,2018,8210.5
TOMMY HANSSON KONSTSMIDE AB,2016,1800.0
TOMMY MOBERG KONSULT & RÅDGIVNING,2017,6000.0
TOMMY MOBERG KONSULT & RÅDGIVNING,2018,5100.0
TOMMY MOBERG KONSULT & RÅDGIVNING,2019,5000.0
TOMMY MOBERG UTBILDNING AB,2016,16400.0
TOMMY MOBERG UTBILDNING AB,2017,10250.0
TOMMY PETTERSSON,2017,1595.25
TOMMY SVENINGSSON,2017,30000.0
TOMMYS TRAFIKSKOLA AB,2017,3832.0
TOMORROW AB,2016,18600.0
TOMSING HB,2016,227.59
TON CREATIVE STUDIOS AB,2016,1072.8
TON CREATIVE STUDIOS AB,2017,1319.25
TON CREATIVE STUDIOS AB,2019,2497.5
TONBYGGAREN VIOLINCENTER MATS KARLS,2016,71630.0
TONBYGGAREN VIOLINCENTER MATS KARLS,2017,9327.0
TONBYGGAREN VIOLINCENTER MATS KARLS,2018,31246.5
TONBYGGAREN VIOLINCENTER MATS KARLS,2019,29679.0
TONE MGMT LTD,2017,1944.9
TONE SCHUNNESSON,2017,6000.0
TONEHJULET KRÄFTPEST,2017,1000.0
TONKÄLLAN & ORDFLÖDET HB,2018,5000.0
TONLABBET,2016,130500.0
TONLABBET,2017,359000.0
TONLABBET,2018,252000.0
TONSTEGET,2017,53127.0
TONSTEGET,2019,51098.0
"TOOL AND SERVICES FOR EDUCATION, TRAINING AND LOCAL DEVELOPMENT",2019,1502.02
TOOLAB VERKTYG AB,2016,21041.649999999998
TOOLAB VERKTYG AB,2017,27036.200000000004
TOOLAB VERKTYG AB,2018,206823.08999999997
TOOLAB VERKTYG AB,2019,112151.90000000001
TOOLBOX SWEDEN AB,2016,719.2
TOOLS MOMENTUM AB,2016,436711.6499999998
TOOLS MOMENTUM AB,2017,191393.0
TOOLS MOMENTUM AB,2018,400073.4800000001
TOOLS MOMENTUM AB,2019,176293.29
TOOLS SVERIGE AB,2016,19157736.589999907
TOOLS SVERIGE AB,2017,15466860.599999918
TOOLS SVERIGE AB,2018,15339827.349999959
TOOLS SVERIGE AB,2019,13750850.740000071
TOOLS SVERIGE AB(FB),2016,120.0
TOORBJÖRN ELENSKY,2019,3500.0
TOP HYGIEN AB,2016,25824.75
TOP HYGIEN AB,2018,480.0
TOP HYGIEN AB,2019,8000.0
TOP INDUSTRI AB,2017,8410.5
TOP KINISIS TRAVEL PUBLIC LTD,2019,22043.559999999998
TOPFORM,2016,9000.0
TOPLINE PROFIL AB,2019,4600.0
TOPLUX AB,2016,114868.35
TOPLUX AB,2017,154750.4
TOPLUX AB,2018,58088.65000000001
TOPLUX AB,2019,81988.25
TOPOLL AB (GOTTEPOJKARNA),2016,14010.88
TOPOLL AB (GOTTEPOJKARNA),2017,9787.78
TOPOLL AB (GOTTEPOJKARNA),2018,541.52
TOPOTEK 1 GMBH,2017,1319302.0099999998
TOPOTEK 1 GMBH,2018,722208.32
TOPOTEK 1 GMBH,2019,323471.81
TOPSPEED BTK,2016,1054.0
TOPZY ENTERTAINMENT,2018,3000.0
TOR LINDSTRAND ARKITEKTBYRÅ,2016,8693.0
TORA WALL,2019,3400.0
TORBESKÄR BYGGNADSAKTIEBOLAG,2016,39410502.75
TORBESKÄR BYGGNADSAKTIEBOLAG,2017,27607387.11
TORBESKÄR BYGGNADSAKTIEBOLAG,2018,52441831.0
TORBESKÄR BYGGNADSAKTIEBOLAG,2019,29125839.779999997
TORBJÖRN ELIASSON,2017,18240.0
TORBJÖRN ELIASSON,2018,24640.0
TORBJÖRN JOHANSSON,2018,3800.0
TORBJÖRN NILSSON AB,2016,20000.0
TORBJÖRN NILSSON AB,2017,20000.0
TORBJÖRN NILSSON AB,2018,20000.0
TORBJÖRN STEIJNER,2016,38912.0
TORBJÖRN STEIJNER,2017,24000.0
TORBJÖRN STEIJNER,2018,24000.0
TORBJÖRN ÅKERSTEDT,2017,10000.0
TORBJÖRNTORPS FÖRSKOLA OCH FRITIDSHEM GOTTEPÅSEN,2017,50628.0
TORBORG ARVIDSSON UTVECKLING,2016,3750.0
TORE OTTERUP,2018,14000.0
TORE SAMUELSSON,2019,360.4
TOREBRINGS GROSSIST AB,2016,801.6
TOREBRINGS GROSSIST AB,2017,1782.54
TOREBRINGS GROSSIST AB,2018,1469.68
TOREHAMMAR CONSULTING & ASSISTANS AB,2016,626912.0
TOREHAMMAR CONSULTING & ASSISTANS AB,2017,692630.0
TOREHAMMAR CONSULTING & ASSISTANS AB,2018,77697.0
TOREKOV HOTELL,2018,30730.0
TORG KROGEN,2016,14819.420000000002
TORG KROGEN,2017,7703.820000000001
TORG KROGEN,2018,3442.5
TORG KROGEN,2019,5627.35
TORGEBY 180GRADER AB,2019,5000.0
TORGET GETUPDATED AB (FB),2018,32035.25
TORGETS GLUTENFRIA HEMBAGERI,2018,535.71
TORGNY HINNEMO (OSTPASSAGEN),2018,4576.4
TORI WRÅNES,2019,30778.699999999997
TORIA AB,2019,2048.36
TORKILD SKÖLD AB (FB),2017,4607.99
TORKILD SKÖLD AB (FB),2018,1032.0
TORKILD SKÖLD AB (FB),2019,2240.0
TORMAX SVERIGE AB,2016,4299076.25
TORMAX SVERIGE AB,2017,3832507.59
TORMAX SVERIGE AB,2018,4097485.0
TORMAX SVERIGE AB,2019,2805614.25
TORNED BOSTAD MUNKEBÄCK AB,2019,893606.0
TORNET BOSTAD AMHULT AB,2016,1307207.0
TORNET BOSTAD AMHULT AB,2017,1160034.0
TORNET BOSTAD AMHULT AB,2018,1148404.0
TORNET BOSTAD AMHULT AB,2019,1015555.0
TORNET BOSTAD LP11 AB,2018,15794.0
TORNET BOSTAD LP11 AB,2019,39740.0
TORNSTADEN HOVÅS AB,2016,33960.0
TORNSTADEN PROJEKTUTVECKL. AB,2016,2812.75
TORNSTADEN PROJEKTUTVECKL. AB,2019,31545.0
TORNSTADEN TUNNLANDSGATAN AB,2016,994272.0
TORNSTADEN TUNNLANDSGATAN AB,2017,1045784.0
TORNSTADEN TUNNLANDSGATAN AB,2018,1004731.0
TORNSTADEN TUNNLANDSGATAN AB,2019,1096687.0
TORPA SECONDHAND MM.,2016,23297.0
TORPA SECONDHAND MM.,2017,29395.0
TORPA STENHUS,2019,15855.7
TORPADAMMENS VÄNNER,2016,2000.0
TORPADAMMENS VÄNNER,2017,1000.0
TORPADAMMENS VÄNNER,2019,9500.0
TORPASKOLANS IDROTTSFÖRENING,2018,15000.0
TORPLYKTAN AB,2017,8668.0
TORREKULLA RESTAURANG OCH CATERING AB,2016,635.75
TORSBY KOMMUN,2016,283138.0
TORSBY KOMMUN,2017,165589.0
TORSBY KOMMUN,2018,61138.0
TORSBY KOMMUN,2019,61940.0
TORSLANDA ALLMÄNNA KONSTFÖRENING,2016,3000.0
TORSLANDA ALLMÄNNA KONSTFÖRENING,2017,3000.0
TORSLANDA ALLMÄNNA KONSTFÖRENING,2019,6000.0
TORSLANDA BILSERVICE AB,2016,284.8
TORSLANDA BILSERVICE AB,2017,310.4
TORSLANDA BILSERVICE AB,2018,451.26
TORSLANDA BLOMSTERHANDEL AB,2016,2428.7999999999997
TORSLANDA BLOMSTERHANDEL AB,2017,5658.35
TORSLANDA BLOMSTERHANDEL AB,2018,5239.2
TORSLANDA BLOMSTERHANDEL AB,2019,2987.45
TORSLANDA BUSHUS AB,2016,600.0
TORSLANDA CYKEL,2019,8348.0
TORSLANDA EMBALLAGE AB,2016,1267.25
TORSLANDA EMBALLAGE AB,2017,796.0
TORSLANDA ENTREPENAD AB,2016,27700098.16
TORSLANDA ENTREPENAD AB,2017,28880003.5
TORSLANDA ENTREPENAD AB,2018,20993826.4
TORSLANDA ENTREPENAD AB,2019,29615059.25
TORSLANDA FISK AB,2016,20232.96
TORSLANDA FISK AB,2017,17434.8
TORSLANDA FISK AB,2018,8035.650000000001
TORSLANDA FISK AB,2019,6155.3099999999995
TORSLANDA FRUKTHALL,2016,42059.97000000001
TORSLANDA FRUKTHALL,2017,16555.180000000004
TORSLANDA FÄRG OCH TAPET AB,2016,1446.3600000000001
TORSLANDA FÄRG OCH TAPET AB,2019,803.1999999999999
TORSLANDA FÖRETAGSFÖRENING,2016,80000.0
TORSLANDA FÖRETAGSFÖRENING,2017,80000.0
TORSLANDA FÖRETAGSFÖRENING,2018,30800.0
TORSLANDA GRÄV & SCHAKT,2019,372558.75
TORSLANDA IK,2016,34781.0
TORSLANDA IK,2017,139820.0
TORSLANDA IK,2018,142908.0
TORSLANDA IK,2019,217864.0
TORSLANDA KULTURFÖRENING,2016,25000.0
TORSLANDA KULTURFÖRENING,2017,45000.0
TORSLANDA KULTURFÖRENING,2018,1000.0
TORSLANDA KULTURFÖRENING,2019,35000.0
TORSLANDA KULTURHUS AB,2016,7215865.470000001
TORSLANDA KULTURHUS AB,2017,7254436.239999999
TORSLANDA KULTURHUS AB,2018,70098.51999999999
TORSLANDA KULTURHUS AB,2019,5722651.9
TORSLANDA KULTURHUS AKTIEBOLAG (FB),2018,3929127.57
TORSLANDA KULTURHUS AKTIEBOLAG (FB),2019,1872848.8799999997
