leverantör,year,belopp
CHIBALL SCANDINAVIA AB,2016,959.8800000000001
CHIBALL SCANDINAVIA AB,2017,5441.19
CHIBALL SCANDINAVIA AB,2018,418.42
CHIHARU SHIOTA,2017,175116.6
CHIHARU SHIOTA,2018,238001.71000000002
CHILENSKA FÖREN SEBASTIAN ACEVIDO,2017,40000.0
CHILI THAI UDDEVALLA,2016,550.0
CHIMNEY GOTHENBURG AB,2016,1500.0
CHIP N PLAY AB,2016,1192.0
CHIP N PLAY AB,2017,2458.4
CHIP N PLAY AB,2018,2464.0
CHIPI CHIPI,2017,10700.0
CHIROME MARIE WIKHAGER,2016,4680.0
CHIROME MARIE WIKHAGER,2017,20320.8
CHIROME MARIE WIKHAGER,2018,12860.4
CHIROME MARIE WIKHAGER,2019,5400.0
CHOCOLATEBOXDELIVERY EUROPE AB (FB),2017,474.2
CHOICE QUALITY FREEDOM KB,2016,576880.0
CHOICE QUALITY FREEDOM KB,2017,534793.0
CHOICE QUALITY FREEDOM KB,2018,613061.0
CHOICE QUALITY FREEDOM KB,2019,616561.51
CHOICE QUALITY FREEDOM KB(FB),2017,48888.0
CHOKLADBUDET SVERIGE AB,2018,239.26
CHORA AB,2017,195000.0
CHOTERINA FREER,2017,8000.0
CHRIJON,2018,5000.0
CHRIS HOLLYWOOD KONFEKTIONS,2016,7926.48
CHRIS HOLLYWOOD KONFEKTIONS,2018,21303.07
CHRIS HOLLYWOOD KONFEKTIONS,2019,1236.88
CHRIS MARTINSSON EF,2019,9000.0
CHRISTENSSON SMAK AB,2016,991.07
CHRISTENSSON SMAK AB,2017,982.14
CHRISTENSSON SMAK AB,2018,1562.5
CHRISTER GRUVBERG KEMIDIDAKTIK,2016,1252.0
CHRISTER LUNDAHL,2019,24000.0
CHRISTER LUNDBERG MUSIK & MEDIA AB,2016,6000.0
CHRISTER NYSTRÖM,2017,2415.0
CHRISTER NYSTRÖM,2018,400.0
CHRISTER OLSSON GROUP AB,2019,40000.0
CHRISTER PAULSSON,2016,3000.0
CHRISTER PAULSSON,2017,9000.0
CHRISTER PAULSSON,2018,3000.0
CHRISTER ÅGREN,2016,18500.0
CHRISTER ÅGREN,2017,31420.0
CHRISTER ÅGREN,2018,44181.0
CHRISTER ÅGREN,2019,30240.0
CHRISTIAN BENEDICT,2019,11000.0
CHRISTIAN BERG,2016,62000.0
CHRISTIAN BERG,2017,112000.0
CHRISTIAN BERG,2018,81870.0
CHRISTIAN BERG,2019,268765.53
CHRISTIAN BERNER AB,2016,5574850.949999999
CHRISTIAN BERNER AB,2017,2700309.88
CHRISTIAN BERNER AB,2018,3532879.27
CHRISTIAN BERNER AB,2019,578008.79
CHRISTIAN BRANDES,2017,16720.0
CHRISTIAN BRANDES,2018,12710.0
CHRISTIAN EKVALL,2017,3500.0
CHRISTIAN JACOBSSON AB,2019,0.0
CHRISTIAN LUNDAHL AB,2016,36511.0
CHRISTIAN NYAMPETA,2019,1563.32
CHRISTIAN OLOFSSON (FB),2018,8000.0
CHRISTIAN WASS,2017,3773.56
CHRISTIAN WASS,2018,111785.0
CHRISTIAN WENNBERG,2017,15590.0
CHRISTIAN WILNERS SKORSTENSFEJERI A (FB),2016,94278.04999999997
CHRISTIAN-PONTUS ANDERSSON ENSKILD FIRMA,2016,24000.0
CHRISTIAN-PONTUS ANDERSSON ENSKILD FIRMA,2019,180000.0
CHRISTIN WALSTRÖM ERIKSSON,2018,8288.0
CHRISTIN WALSTRÖM ERIKSSON,2019,344335.0
CHRISTINA BJÖRKEGREN,2019,27160.0
CHRISTINA ENQVIST KICKIS ASSISTAN,2016,784080.0
CHRISTINA ENQVIST KICKIS ASSISTAN,2017,67392.0
CHRISTINA HJORTH KULTUR OCH SAMHÄLLSUTVECKLING,2016,7000.0
CHRISTINA KARLSSONS VETERINÄRPRAKTIK,2016,640.0
CHRISTINA KARLSSONS VETERINÄRPRAKTIK,2017,1200.0
CHRISTINA KJELLSSON MUSIKPRODUKTION,2016,4300.0
CHRISTINA KJELLSSON MUSIKPRODUKTION,2018,2500.0
CHRISTINA LINDBERGS PROMOTION AB,2016,42000.0
CHRISTINE FALKENLAND,2018,2800.0
CHRISTOF KERBER GMBH & CO. KG,2017,2447.02
CHRISTOF KERBER GMBH & CO. KG,2018,3683.8599999999997
CHRISTOFFER CARLSSON,2016,6000.0
CHRISTOFFER CARLSSON,2017,8591.0
CHRISTOFFER JOHANSSON,2016,5000.0
CHRISTOFFER JOHANSSON,2019,28000.0
CHRISTOFS MUSIKPRODUKTION AB,2018,4000.0
CHRISTOS KOLOVOS,2016,43000.0
CHRISTOS KOLOVOS,2017,41000.0
CHRISTOS KOLOVOS,2018,12000.0
CHUN KWOK AB,2016,20655.37
CHWAR CHRA,2017,8050.0
CHWAR CHRA,2019,1339.29
CHWARCHRA KB,2016,9159.0
CI. MATTSSON AB,2018,540.0
CIA WEDIN/ SCANDI EDITION/ CERES 4,2016,528.0
CIAO/TAKE AWAY HOUSE,2019,1040.18
CIBER SWEDEN AB,2016,178000.0
CIBES KALEA SVERIGE AB,2017,184337.0
CIBES KALEA SVERIGE AB,2018,22199.0
CIBES KALEA SVERIGE AB,2019,447489.12
CICERO UTVECKLING,2016,1690.0
CICOGRAF AB,2016,502124.49999999994
CICOGRAF AB,2017,445352.75
CICOGRAF AB,2018,406647.49999999994
CICOGRAF AB,2019,469953.00000000023
CIDAN MACHINERY SWEDEN AB,2018,5550.5
CILESON & TOHWER INVEST AB,2018,425.0
CILLA NAUMANN,2016,6853.0
CIM EK,2019,840.0
CINEFA FILM,2016,14157.0
CINEFA FILM,2018,10000.0
CINEFA FILM,2019,10000.0
CINEMA DESIGN IN SWEDEN AB,2018,495.25
CIPRIAN GORGA BILDPRODUKTION,2016,3000.0
"CIRCA - POLE NATIONAL CIRQUE, AUCH, GERS, OCCITANIE CIRC - ALLEE DES ARTS",2018,72.4
CIRCLE K DETALJIST AB,2016,165447.30000000002
CIRCLE K DETALJIST AB,2017,186001.22000000006
CIRCLE K DETALJIST AB,2018,135125.1
CIRCLE K DETALJIST AB,2019,113165.48000000003
CIRCLE K SVERIGE AB,2017,1318307.2799999993
CIRCLE K SVERIGE AB,2018,4072505.1599999946
CIRCLE K SVERIGE AB,2019,4575887.489999995
CIRCLE K SÄVEDALEN,2019,800.0
CIRCUS LE FOU AB,2016,98920.02
CIRCUS TITAN JAKKIN WISS,2016,5000.0
CIRKL. PÅL ENEROTH,2018,40000.0
CIRKLE K / STATOIL,2016,121583.86
CIRKLE K / STATOIL,2017,240677.28999999995
CIRKLE K / STATOIL,2018,179616.91999999998
CIRKLE K / STATOIL,2019,193026.18000000008
CIRKUS CIRKÖR,2016,16600.0
CIRKUS CIRKÖR,2018,1223223.0
CIRKUS CIRKÖR,2019,847258.5
CIRKUS FESTIVAL,2016,49000.0
CIRKUS TIGERBRAND,2016,39175.0
CIRKUS TIGERBRAND,2017,37485.0
CIRKUS TIGERBRAND,2018,54540.0
CIRKUS TIGERBRAND,2019,140369.0
CIRKUS UNIK,2016,440000.0
CIRKUS UNIK,2017,850000.0
CIRKUS UNIK,2018,1050000.0
CIRKUS UNIK,2019,340000.0
CIRKUS UNIK SWEDEN AB,2016,98604.12
CIRKUS UNIK SWEDEN AB,2017,564919.4
CIRKUS UNIK SWEDEN AB,2018,528814.6699999999
CIRKUS UNIK SWEDEN AB,2019,644000.0
CIRKUSAKADEMIEN C/O PIEROT PRO,2018,300.0
CIRKUSEXPRESSEN OF SWEDEN,2016,14400.0
CIRKUSEXPRESSEN OF SWEDEN,2017,16400.0
CIRKUSEXPRESSEN OF SWEDEN,2019,25500.0
CIRKUSFABRIKEN KULTURPRODUKTION,2018,36165.0
CIRKUSSKOLAN GÖTEBORG AB,2017,6000.0
CIRKUSSKOLAN GÖTEBORG AB,2018,462375.0
CIRKUSSKOLAN GÖTEBORG AB,2019,204166.4
CIRKÖR AB,2016,268375.0
CIRKÖR AB,2017,225850.0
CIRKÖR AB,2018,547180.0
CIRKÖR AB,2019,985007.5
CIRQUE AITAL,2018,423254.19
CISAT AB,2016,60000.0
CISSI KULTURFÖRENING,2016,18500.0
CISSI KULTURFÖRENING,2017,20400.0
CITEC AB,2019,292025.5
CITRONELLES AGENTURER AB,2016,20475.25
CITY ACCOMMODATION SWEDEN AB,2016,34823.09
CITY ADVENTURES SCANDINAVIA AB,2019,13720.0
CITY BACKPACKERS HOSTEL,2016,3607.43
CITY CAR SERVICE RINGÖN AB,2016,199.2
CITY DIGITAL TRYCK I HELSINGBORG AB,2018,2060.0
CITY DIGITAL TRYCK I HELSINGBORG AB,2019,4075.25
CITY EL &  DATA I VÄST AB,2019,6281.66
CITY FRAME,2018,990.0
CITY GOLF EUROPE AB,2019,6823.25
CITY GOLV I GÖTEBORG AB,2018,28125.66
CITY GOLV I GÖTEBORG AB,2019,47300.0
CITY GROSS SVERIGE AB,2016,20463.190000000002
CITY GROSS SVERIGE AB,2017,20364.57
CITY GROSS SVERIGE AB,2018,41304.75
CITY GROSS SVERIGE AB,2019,18125.56
CITY HOSTEL STOCKHOLM AB,2017,20651.8
CITY HOSTEL STOCKHOLM AB,2018,9209.830000000002
CITY HOSTEL STOCKHOLM AB,2019,7428.57
CITY HOTEL,2016,2114666.8
CITY HOTEL,2017,497741.07
CITY HOTEL,2018,30187.5
CITY HÄLSOSTUDIO AB,2016,2820.75
CITY INDUSTRISERVICE,2016,3924.87
CITY LODGE STOCKHOLM SWEDEN,2018,660.71
CITY MEDIC AB,2016,687.25
CITY OF WESTMINSTER GENERAL ACCOUNT,2019,10068.880000000001
CITY PORSLINSUTHYRNING / CHALMERS T,2016,120510.75000000001
CITY PORSLINSUTHYRNING / CHALMERS T,2017,83141.56
CITY PORSLINSUTHYRNING / CHALMERS T,2018,51746.57
CITY PORSLINSUTHYRNING / CHALMERS T,2019,13490.56
CITY PROTECTION GROUP,2017,34155.0
CITY SECURITY SWEDEN AB,2019,13424.0
CITY SPARKÖP KNALLELAND AB,2016,5508.37
CITY SPARKÖP KNALLELAND AB,2017,798.2200000000001
CITYBUTIKERNA DIREKT I GÖTEBORG AB,2016,10243017.73999999
CITYBUTIKERNA DIREKT I GÖTEBORG AB,2017,9969854.51999999
CITYBUTIKERNA DIREKT I GÖTEBORG AB,2018,9681079.159999968
CITYBUTIKERNA DIREKT I GÖTEBORG AB,2019,9462432.909999974
CITYBUTIKERNA DIREKT I GÖTEBORG AB (FB),2016,99792.08999999997
CITYBUTIKERNA DIREKT I GÖTEBORG AB (FB),2017,655951.0299999998
CITYBUTIKERNA DIREKT I GÖTEBORG AB (FB),2018,960393.8999999996
CITYBUTIKERNA DIREKT I GÖTEBORG AB (FB),2019,914960.8299999993
CITYBUTIKERNA I GBG AB,2019,2756.22
CITYBUTIKERNA I GÖTEBORG AB (FB),2016,124645.01000000002
CITYBUTIKERNA I GÖTEBORG AB (FB),2017,29663.810000000005
CITYBUTIKERNA I GÖTEBORG AB (FB),2018,15458.460000000001
CITYBUTIKERNA I GÖTEBORG AB (FB),2019,28926.07
CITYDRÄNGEN,2019,1500.0
CITYKONDITORIET,2017,1239.24
CITYPARK OPERATION AB,2017,2400.0
CITYPARK OPERATION AB,2018,12234.75
CITYPULS AB,2019,11049.0
CIV CON PROJEKTSTYRNING AB,2019,26400.0
CIVIL AB,2016,1045.56
CIVIL AB,2017,965.3000000000001
CIVIL AB,2018,3881.26
CIVIL AB,2019,13837.66
CIVIL RIGHTS DEFENDERS,2017,6800.0
CIVILFÖRSVARSFÖRBUNDET GÖTEBORG,2016,19980.0
CIVILFÖRSVARSFÖRBUNDET GÖTEBORG,2017,19260.0
CIVITAS AS,2017,42843.15
CIVITAS AS RÅDGIVERGRUPPEN,2017,25200.0
CJ PROMOTION AB,2018,13060.0
CJJ MARINE TECH AB,2019,20800.0
CK GROUP,2016,1375.25
CK LUGN & RO FRISKVÅRD,2016,1680.0
CKI,2019,8616.5
CKM FÖRLAG AB,2017,1085.0
CL MÄTNING AB,2017,1459452.5
CL MÄTNING AB,2018,1269176.25
CL MÄTNING AB,2019,1058636.0
CL-AS SMIDE & FASTIGHETSSERVICE HB,2016,1023168.5
CL-AS SMIDE & FASTIGHETSSERVICE HB,2017,1451710.5
CL-AS SMIDE & FASTIGHETSSERVICE HB,2018,1996662.5
CL-AS SMIDE & FASTIGHETSSERVICE HB,2019,2603462.5
CLA SWEDEN AB,2016,10300.0
CLA SWEDEN AB,2017,4500.0
CLAES ANTIK,2018,15850.5
CLAES CALDENBY,2016,4000.0
CLAES ERIKSSON PRODUKTION AB,2018,5000.0
CLAES HAMMARSTRÖM (FB),2017,18750.0
CLAES HÅKAN CARLSSON BYGG AB,2016,3056880.23
CLAES HÅKAN CARLSSON BYGG AB,2017,4417692.84
CLAES HÅKAN CARLSSON BYGG AB,2018,6762738.19
CLAES HÅKAN CARLSSON BYGG AB,2019,3054069.0
CLAES PETTERSSON ÅKERI AB,2017,3036.76
CLAES PETTERSSON ÅKERI AB,2018,51452.0
CLAES PETTERSSON ÅKERI AB,2019,461813.99999999994
CLAES-G SVANTESON,2017,1760.0
CLAESSON & PARTNERS AB,2016,374102.0
CLAESSON & PARTNERS AB,2017,232726.75
CLAESSON & PARTNERS AB,2018,49301.0
CLAESSON KONSULT & VÄRDERING AB,2017,11950.0
CLAESSON WESTBERG COMMUNICATION AB,2017,7791.0
CLAESSONS TRÄTJÄRA AB,2016,10452.86
CLAESSONS TRÄTJÄRA AB,2017,5967.3099999999995
CLAESSONS TRÄTJÄRA AB,2018,23344.84
CLAESSONS TRÄTJÄRA AB,2019,2066.0
CLAIR INTERNATIONAL AB,2017,716.0
CLAIRE CAMERON,2019,5929.0
CLAIRE CHEMINEAU,2018,3079.32
CLAMOCONSULT HB,2019,19520.0
CLARA GESANG-GOTTOWT,2019,30000.0
CLARA HÅLLÉN,2016,18705.0
CLARA HÅLLÉN,2018,19040.0
CLARA HÅLLÉN,2019,3000.0
CLARA ÅHLVIK,2017,41250.0
CLARA ÅHLVIK,2018,101178.57
CLARA ÅHLVIK,2019,50000.0
CLARAELF IMPORT HYTTAN,2018,231.25
CLAREBERGS RIDKLUBB,2016,46080.0
CLAREBERGS RIDKLUBB,2017,9400.0
CLAREBERGS RIDKLUBB,2018,60560.0
CLAREBERGS RIDKLUBB,2019,26000.0
CLARION,2016,1328.0
CLARION COLLECTION HOTEL CARLSCRONA,2016,2312.0
CLARION COLLECTION HOTEL ODIN,2017,149042.4
CLARION COLLECTION HOTEL ODIN,2018,19575.86
CLARION COLLECTION HOTEL ODIN,2019,31056.870000000003
CLARION GRAND HOTEL HELSINGBORG,2017,4636.42
CLARION GRAND HOTEL HELSINGBORG,2018,2271.42
CLARION H & C MALMÖ LIVE,2016,8477.62
CLARION H & C MALMÖ LIVE,2017,43660.380000000005
CLARION H & C MALMÖ LIVE,2018,6162.5
CLARION H & C MALMÖ LIVE,2019,21339.690000000002
CLARION HOTEL,2016,39659.14
CLARION HOTEL,2017,112172.01999999993
CLARION HOTEL,2018,17357.13
CLARION HOTEL AMARANTEN,2016,10080.35
CLARION HOTEL AMARANTEN,2017,1870.54
CLARION HOTEL AMARANTEN,2019,20762.550000000003
CLARION HOTEL ARLANDA AIRPORT,2018,19598.2
CLARION HOTEL GILLET,2016,10935.0
CLARION HOTEL GRAND ÖSTERSUND,2016,4607.0
CLARION HOTEL GRAND ÖSTERSUND,2017,1241.0
CLARION HOTEL MALMÖ AB,2016,4196.0
CLARION HOTEL MALMÖ AB,2017,1321.43
CLARION HOTEL MALMÖ AB,2018,14840.19
CLARION HOTEL MALMÖ AB,2019,-14317.87
CLARION HOTEL PLAZA,2017,6149.110000000001
CLARION HOTEL POST,2016,333349.82999999996
CLARION HOTEL POST,2017,503397.2299999999
CLARION HOTEL POST,2018,1424439.9300000009
CLARION HOTEL POST,2019,926796.06
CLARION HOTEL SENSE,2016,17278.98
CLARION HOTEL SENSE,2019,24026.760000000002
CLARION HOTEL WINN,2016,4053.0
CLARION HOTEL WINN,2018,3169.6400000000003
CLARION HOTEL WISBY,2016,17512.32
CLARION HOTEL ÖREBRO,2016,7607.0
CLARION HOTEL ÖREBRO,2018,4602.69
CLAS AND NIKOLAI FILM AB,2017,40000.0
CLAS AND NIKOLAI FILM AB,2018,1500.0
CLAS OHLSON,2016,31184.0
CLAS OHLSON,2017,35820.0
CLAS OHLSON,2018,4000.0
CLAS OHLSON (FB),2019,843.0
CLAS OHLSSON AB,2016,642094.5600000009
CLAS OHLSSON AB,2017,446515.510000001
CLAS OHLSSON AB,2018,602625.9200000013
CLAS OHLSSON AB,2019,650788.5500000004
CLAS ROSVALL,2016,30584.0
CLAS ROSVALL,2017,12350.0
CLAS ROSVALL,2018,30640.0
CLASEN & CO BAUMSCHULEN GMBH,2017,63554.45
CLASSIC DESIGN SWEDEN AB,2016,21283.25
CLASSIC DESIGN SWEDEN AB,2017,38510.5
CLAUDIOS TEX-MEX/LILLA RANCHO HB,2016,4419.6
CLAUDIOS TEX-MEX/LILLA RANCHO HB,2017,7500.0
CLAUDIOS TEX-MEX/LILLA RANCHO HB,2018,10350.0
CLEAN BURN BIOENERGI AB,2018,8814518.370000001
CLEAN BURN BIOENERGI AB,2019,280707.68
CLEAN LIVING SERVICES,2016,531.2
CLEANOSOL AB,2016,2179606.1400000006
CLEANOSOL AB,2017,559149.14
CLEANOSOL AB,2018,2169242.3200000003
CLEANOSOL AB,2019,2002417.9500000002
CLEANPIPE SVERIGE AB,2016,4975265.710000004
CLEANPIPE SVERIGE AB,2017,2815721.7500000037
CLEANPIPE SVERIGE AB,2018,3099063.500000004
CLEANPIPE SVERIGE AB,2019,2032447.990000003
CLEANPIPE SVERIGE AB (FB),2016,8193791.209999998
CLEANPIPE SVERIGE AB (FB),2017,3709604.95
CLEANPIPE SVERIGE AB (FB),2018,3458353.400000001
CLEANPIPE SVERIGE AB (FB),2019,5469922.610000003
CLEARON AB,2018,11052.0
CLEARON AB,2019,95219.5
CLEMENS ALTGÅRD - TEXT OCH KULTUR,2017,1800.0
CLEVER COLLABORATION GROUP,2016,33100.0
CLEVER COLLABORATION GROUP,2017,28000.0
CLEVER COLLABORATION GROUP,2018,10100.0
CLF REKLAMBYRÅ AB,2016,93625.0
CLF REKLAMBYRÅ AB,2017,43450.0
CLF REKLAMBYRÅ AB,2018,11340.0
CLF REKLAMBYRÅ AB,2019,46200.0
CLICHE HOSTING,2017,428.4
CLIMA CHECK,2019,30000.0
CLIMACARE AB,2018,26502.5
CLIMACARE AB,2019,218023.7
CLIMATE-KIC HOLDING B.V.,2018,128305.0
CLIMATE-KIC HOLDING B.V.,2019,132971.25
CLINTON MARINE SURVEY AB,2016,45820.0
CLOUD CLUB AB,2018,5650.5
CLOUD CLUB AB,2019,3200.0
CLOUD CONNECTED AB,2016,20000.0
CLOUD CONNECTED AB,2017,30000.0
CLOUD CONNECTED AB,2018,30000.0
CLOWNEN HOKUS,2016,12750.0
CLOWNEN HOKUS,2017,2900.0
CLOWNEN HOKUS,2019,2500.0
CLOWNKLINIKEN,2018,22000.0
CLOWNKLINIKEN,2019,37600.0
CLUB 2000,2016,46600.0
CLUB 2000,2018,39021.0
CLUB 2000,2019,48044.0
CLUB DEPORTIVO LIBERTAD/AM CASTRO,2016,24100.0
CLUB DEPORTIVO LIBERTAD/AM CASTRO,2017,57850.0
CLUB DEPORTIVO LIBERTAD/AM CASTRO,2018,24300.0
CLUB DEPORTIVO LIBERTAD/AM CASTRO,2019,20700.0
CLW MEDIA AB,2018,3781.0
CLW MEDIA AB,2019,3684.75
CM DEVELOPMENT,2016,15000.0
CM DEVELOPMENT SVERIGE AB,2018,22000.0
CM ELEKTRONIK AB,2018,455.25
CM-KYLSERVICE,2016,4000.0
CM-KYLSERVICE,2017,4300.0
CM-KYLSERVICE,2018,4500.0
CM-KYLSERVICE,2019,7100.0
CMA RESEARCH AB,2016,635647.5
CMA RESEARCH AB,2017,1108262.5
CMA RESEARCH AB,2018,765835.25
CMA RESEARCH AB,2019,115010.5
CMC BYGGADMINISTRATION AB,2016,1053131.5
CMC BYGGADMINISTRATION AB,2017,1763284.5
CMC BYGGADMINISTRATION AB,2018,4101995.2200000007
CMC BYGGADMINISTRATION AB,2019,4908719.73
CMH SMIDES AB,2016,369367.25
CMH SMIDES AB,2017,503678.5
CMH SMIDES AB,2018,219057.15
CMH SMIDES AB,2019,205314.5
CMJ PSYKOTERAPI AB,2016,79000.0
CMJ PSYKOTERAPI AB,2017,68000.0
CMJ PSYKOTERAPI AB,2018,152000.0
CMJ PSYKOTERAPI AB,2019,120000.0
CMS CARMONT SERVICE AB,2016,10409.060000000001
CMS CARMONT SERVICE AB,2017,1374.38
CMS INTERNATIONAL AB,2017,19900.0
CMT CARGO MODUL TRADING AB,2016,835.25
COACH2COACH,2016,1033.6
COACHCOMPANION OF SCANDINAVIA AB,2016,5000.0
COACHING & MOTIVATION SCANDINAVIA AB,2017,10800.0
COACHING & MOTIVATION SCANDINAVIA AB,2019,21396.0
COACTING ENTERTAINMENT AB,2016,4000.0
COAL MINE STUDIOS AB,2017,10500.0
COAL MINE STUDIOS AB,2018,8600.0
COAST LINE MUSIK AB,2019,55398.0
COATS INDUSTRIAL SCANDINAVIA AB,2016,4005.65
COBS AB,2016,26689.5
COBS AB,2017,19150.5
COBS AB,2018,272476.75
COBS AB,2019,165816.25
COCA COLA DRYCKER SVERIGE AB,2016,8937.6
COCA COLA DRYCKER SVERIGE AB,2017,2842.08
COCA COLA DRYCKER SVERIGE AB,2018,4085.64
COCHLEAR NORDIC AB,2016,400.0
COCHLEARI AB / GOOD MORNING HOTEL GBG CITY,2016,25032.0
COCHLEARI AB / GOOD MORNING HOTEL GBG CITY,2017,5583.0
CODA,2019,41614.97
CODA AGENCY LIMITED,2019,43082.69
CODE26,2019,12000.0
CODEC FÄRG AB,2016,3580.0
CODEC FÄRG AB,2017,3464.75
CODEC FÄRG AB,2018,7270.5
COEST AB,2019,69000.0
COFFEE O BAKESHOP,2016,951.0
COFFEEMA AB,2016,9236.25
COFFEEMA AB,2017,7232.0
COFFEEMA AB,2018,9939.119999999999
COFFEEMA AB,2019,16107.859999999997
COGIDOCS AB,2019,8112.0
COGNISTA,2016,7000.0
COGNISTA,2017,4000.0
COGNITIVIA/SELSTAM & CO AB,2016,12000.0
COGNITIVIA/SELSTAM & CO AB,2017,70800.0
COGNITIVIA/SELSTAM & CO AB,2018,61200.0
COGNIVA AB,2019,168900.0
COLASIT SCANDINAVIA AB,2016,258112.87
COLASIT SCANDINAVIA AB,2017,305437.62
COLASIT SCANDINAVIA AB,2018,188426.5
COLASIT SCANDINAVIA AB,2019,9299.25
COLIBRI CONTINENT AB,2017,243150.5
COLIBRI CONTINENT AB,2018,340661.0
COLIBRI TELEVISION AB,2016,0.0
COLIFAST,2017,331374.82
COLIFAST,2018,320742.57
COLIFAST,2019,390424.59
COLLECTION JACQUES PERRON AB,2016,755.25
COLLECTOR BANK,2016,13352.580000000002
COLLECTOR BANK,2017,2251.26
COLLECTOR BANK,2018,12805.77
COLLECTOR BANK,2019,27171.379999999997
COLLECTOR BANK AB,2016,348.06
COLLECTOR BANK AB,2017,3685918.9099999997
COLLECTOR BANK AB,2018,1087843.12
COLLECTOR BANK AB,2019,703625.0399999999
COLLECTOR FINANCE & LAW AB,2016,17491.449999999997
COLLECTOR FINANCE & LAW AB,2017,36458.28999999999
COLLECTOR FINANCE & LAW AB,2018,17620.4
COLLECTOR FINANCE & LAW AB,2019,30792.680000000008
COLLECTOR INKASSO AB,2019,481.79999999999995
COLLIGENT INKASSO AB,2019,2903.2799999999997
COLLIGIO AB,2016,1307600.0
COLLIGIO AB,2017,2126000.0
COLLIGIO AB,2018,2803081.9699999997
COLLIGIO AB,2019,1856722.550000001
COLLIGIO UTBILDNING AB,2017,13711.1
COLLIGIO UTBILDNING AB,2018,14100.0
COLLIGIO UTBILDNING AB,2019,16750.0
COLLIGO VÅRDKOMPETENS AB,2017,263003.0
COLLIGO VÅRDKOMPETENS AB,2018,693684.0
COLLIGO VÅRDKOMPETENS AB,2019,1245900.3599999996
COLLIN O CO DRIFT AB,2016,2202899.62
COLLIN O CO DRIFT AB,2017,9593286.200000003
COLLIN O CO DRIFT AB,2018,1882632.2400000002
COLLINDER MÄRKSYSTEM AB,2016,8553.75
COLLINDER MÄRKSYSTEM AB,2017,15489.7
COLLINDER MÄRKSYSTEM AB,2018,3704.0
COLLINDER MÄRKSYSTEM AB,2019,17094.489999999998
COLMADO AB,2019,4928.56
COLORPOINT OSBY KEMI AB,2019,22896.75
COLORS OF TREES,2017,4177.83
COLORS OF TREES,2018,2544.32
COLORS OF TREES,2019,7958.98
COLOURHOUSE SCANDINAVIA AB,2018,1168.0
COLOURHOUSE SCANDINAVIA AB,2019,67.25
COLUMBUS FÖRLAG AB,2016,9325.6
COM HEM AB,2016,642996.7100000003
COM HEM AB,2017,647072.7800000003
COM HEM AB,2018,653994.3200000002
COM HEM AB,2019,613708.58
COM PET AB,2017,13262.4
COMACTIVA TRANSLATIONS AB,2016,32535.0
COMACTIVA TRANSLATIONS AB,2017,7220.0
COMACTIVA TRANSLATIONS AB,2018,15890.0
COMACTIVA TRANSLATIONS AB,2019,24630.0
COMAROUND SCANDINAVIA AB,2016,19192.0
COMAROUND SCANDINAVIA AB,2017,41000.0
COMAROUND SCANDINAVIA AB,2019,117585.26
COMART AFFÄRSKOMMUNIKATION AB,2016,130.0
COMBINED BOOK SERVICES,2018,550.11
COMBITECH AB,2018,173617.57
COMBITECH AB,2019,278292.0
COMBONETWORK DEVELOPMENT EK FÖR,2019,6000.0
COME TO FINLAND PUBLISHING AB OY,2017,12792.91
COME TO SWEDEN PUBLISHING AB,2016,12521.0
COME TO SWEDEN PUBLISHING AB,2017,16021.0
COMET MUSIC LTD,2017,23348.88
COMEXA AB,2016,5164.75
COMFORT AUDIO AB,2016,175701.0
COMFORT AUDIO AB,2017,333987.75
COMFORT AUDIO AB,2018,37223.25
COMFORT CONTROL AB,2019,424.75
COMFORT HOTEL ESKILSTUNA,2018,5658.21
COMFORT HOTEL VÄSTERÅS,2018,888.39
COMFORT HOTEL WINN,2017,8276.76
COMFORT HOTELL CITY CENTER,2016,197113.95999999996
COMFORT HOTELL CITY CENTER,2017,375328.2700000002
COMFORT HOTELL CITY CENTER,2018,186551.9399999999
COMFORT HOTELL CITY CENTER,2019,55317.75
COMFORT HOTELL MALMÖ,2016,36323.26
COMFORT HOTELL MALMÖ,2018,25598.4
COMFORT LIVING,2016,29800.0
COMFORT LIVING,2017,1934.8
COMFORT LIVING GÖTEBORG AB,2018,180596.48
COMFORT LIVING GÖTEBORG AB,2019,221747.19999999998
COMFORT SYSTEM SCANDINAVIA AB,2016,20650.399999999998
COMFORT SYSTEM SCANDINAVIA AB,2017,47855.96
COMFORT SYSTEM SCANDINAVIA AB,2018,127779.60999999999
COMFORT SYSTEM SCANDINAVIA AB,2019,246775.3
COMFORT TEKNIK AB,2016,95977.87
COMFORT TEKNIK AB,2017,52937.0
COMFORT TEKNIK AB,2018,48885.12
COMFORT TEKNIK AB,2019,41193.87
COMLINK,2016,118.5
COMLINK,2017,8989.5
COMLINK,2018,5576.0
COMLINK,2019,16053.75
COMLINK AB (FB),2016,3415.25
COMLINK AB (FB),2017,30755.25
COMLINK AB (FB),2018,3220.0
COMMEE AB (FB),2018,184378.80000000002
COMMERCE AB,2016,545400.0
COMMERCE AB,2017,443500.0
COMMOCEAN,2017,788870.5
COMMOCEAN,2018,970460.5
COMMOCEAN,2019,920402.5
COMMUNICATO AB,2016,76800.0
COMPAB AB,2019,57000.0
COMPAGNIE CHUTE LIBRE,2019,104317.14
COMPAGNIE JUS DE LA VIE,2018,48750.0
